O*NET-SOC Code_x,Title,1-5 Years,10 Years or More,6-9 Years,<1 Year,Missing,Domain Source_x,O*NET-SOC Code_y,Job Zone,Date,Domain Source_y,Avg_Experience_Years
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,46.9,28.6,18.4,4.1,2.0,Incumbent,51-6061.00,2,08/2023,Analyst,7.8534999999999995
49-3043.00,Rail Car Repairers,45.9,28.4,12.2,12.2,1.4,Incumbent,49-3043.00,2,08/2019,Analyst,7.302999999999999
31-9092.00,Medical Assistants,53.3,28.3,6.7,11.7,0.0,Incumbent,31-9092.00,3,08/2021,Analyst,7.037999999999999
11-2021.00,Marketing Managers,45.3,28.2,14.5,12.0,0.0,Incumbent,11-2021.00,4,07/2015,Analyst,7.445499999999999
47-4041.00,Hazardous Materials Removal Workers,46.5,28.2,18.3,7.0,0.0,Incumbent,47-4041.00,3,07/2015,Analyst,7.7795
43-4061.00,"Eligibility Interviewers, Government Programs",41.5,28.0,13.4,17.1,0.0,Incumbent,43-4061.00,3,08/2023,Analyst,7.2295
43-4141.00,New Accounts Clerks,51.9,27.8,5.6,14.8,0.0,Incumbent,43-4141.00,3,08/2020,Analyst,6.833
33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",49.5,27.8,3.1,19.6,0.0,Incumbent,33-9092.00,2,08/2020,Analyst,6.5725
51-3093.00,Food Cooking Machine Operators and Tenders,58.6,27.6,10.3,3.4,0.0,Incumbent,51-3093.00,2,08/2021,Analyst,7.3425
21-1023.00,Mental Health and Substance Abuse Social Workers,47.8,27.5,13.0,11.6,0.0,Incumbent,21-1023.00,5,08/2021,Analyst,7.271999999999999
49-3093.00,Tire Repairers and Changers,40.0,27.5,20.0,12.5,0.0,Incumbent,49-3093.00,2,07/2014,Analyst,7.637499999999999
11-9199.09,Wind Energy Operations Managers,37.1,27.4,32.3,1.6,1.6,,11-9199.09,3,08/2021,Analyst,8.5245
35-3031.00,Waiters and Waitresses,39.3,27.0,14.8,18.9,0.0,Incumbent,35-3031.00,2,08/2018,Analyst,7.121499999999999
33-3011.00,Bailiffs,30.8,26.9,26.9,13.5,1.9,Incumbent,33-3011.00,3,08/2020,Analyst,7.850999999999999
13-1199.06,Online Merchants,44.0,26.7,20.0,9.3,0.0,Incumbent,13-1199.06,4,07/2014,Analyst,7.6055
43-4071.00,File Clerks,43.1,26.6,17.4,12.8,0.0,Incumbent,43-4071.00,2,07/2014,Analyst,7.3580000000000005
33-9091.00,Crossing Guards and Flaggers,37.3,26.5,28.4,6.9,1.0,,33-9091.00,2,07/2016,Analyst,8.0725
31-1122.00,Personal Care Aides,45.6,26.3,5.3,22.8,0.0,Incumbent,31-1122.00,2,08/2023,Analyst,6.4035
33-3041.00,Parking Enforcement Workers,40.5,26.2,16.7,16.7,0.0,Incumbent,33-3041.00,2,07/2016,Analyst,7.172
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",44.2,26.0,11.7,18.2,0.0,Incumbent,53-7062.00,2,08/2024,Analyst,6.8315
37-2012.00,Maids and Housekeeping Cleaners,31.5,25.8,25.8,14.6,2.2,Incumbent,37-2012.00,1,08/2020,Analyst,7.597
21-1094.00,Community Health Workers,46.8,25.8,14.5,12.9,0.0,Incumbent,21-1094.00,4,07/2013,Analyst,7.087
29-2053.00,Psychiatric Technicians,48.6,25.7,14.3,11.4,0.0,Incumbent,29-2053.00,3,08/2023,Analyst,7.0995
31-2012.00,Occupational Therapy Aides,40.7,25.4,10.2,23.7,0.0,Incumbent,31-2012.00,3,08/2020,Analyst,6.5245
53-2022.00,Airfield Operations Specialists,49.3,25.4,4.2,21.1,0.0,Incumbent,53-2022.00,3,08/2021,Analyst,6.259499999999999
31-2022.00,Physical Therapist Aides,33.9,25.4,6.8,33.9,0.0,Incumbent,31-2022.00,2,08/2023,Analyst,6.0825
43-4171.00,Receptionists and Information Clerks,47.3,25.3,15.4,12.1,0.0,Incumbent,43-4171.00,2,08/2023,Analyst,7.0895
29-2099.08,Patient Representatives,56.7,25.0,5.0,11.7,1.7,Incumbent,29-2099.08,3,08/2020,Analyst,6.4345
15-1212.00,Information Security Analysts,47.2,25.0,8.3,18.1,1.4,Incumbent,15-1212.00,4,08/2018,Analyst,6.462000000000001
47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",42.1,24.8,11.6,21.5,0.0,Incumbent,47-3014.00,1,06/2007,Analyst,6.572500000000001
41-9011.00,Demonstrators and Product Promoters,47.4,24.6,21.1,7.0,0.0,Incumbent,41-9011.00,2,07/2016,Analyst,7.432500000000001
11-9121.01,Clinical Research Coordinators,34.0,24.5,17.0,24.5,0.0,Incumbent,11-9121.01,4,08/2021,Analyst,6.7525
39-3012.00,Gambling and Sports Book Writers and Runners,41.1,24.4,14.4,20.0,0.0,,39-3012.00,2,07/2014,Analyst,6.705
21-1014.00,Mental Health Counselors,51.4,24.3,14.9,9.5,0.0,Incumbent,21-1014.00,5,08/2021,Analyst,6.987
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",44.8,24.1,15.5,13.8,1.7,Incumbent,53-3011.00,2,07/2017,Analyst,6.827500000000001
27-2031.00,Dancers,48.1,24.1,5.6,22.2,0.0,Incumbent,27-2031.00,3,08/2019,Analyst,6.127000000000001
39-1022.00,First-Line Supervisors of Personal Service Workers,50.0,24.0,10.0,14.0,2.0,Incumbent,39-1022.00,3,08/2024,Analyst,6.5
19-4061.00,Social Science Research Assistants,38.0,23.9,12.7,25.4,0.0,Incumbent,19-4061.00,4,08/2019,Analyst,6.4094999999999995
31-9091.00,Dental Assistants,41.3,23.8,15.9,15.9,3.2,Incumbent,31-9091.00,3,08/2021,Analyst,6.716
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43.6,23.8,15.8,16.8,0.0,Incumbent,43-4161.00,3,07/2017,Analyst,6.781000000000001
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,36.4,23.6,5.5,30.9,3.6,Incumbent,35-9011.00,1,08/2021,Analyst,5.726
19-1029.01,Bioinformatics Scientists,51.9,23.5,14.8,8.6,1.2,Incumbent,19-1029.01,5,07/2012,Analyst,6.853
47-5043.00,"Roof Bolters, Mining",48.9,23.4,25.5,2.1,0.0,Incumbent,47-5043.00,2,07/2017,Analyst,7.622999999999999
31-1132.00,Orderlies,46.7,23.3,12.2,16.7,1.1,,31-1132.00,2,07/2016,Analyst,6.482500000000001
53-5011.00,Sailors and Marine Oilers,34.2,23.3,27.4,13.7,1.4,Incumbent,53-5011.00,2,07/2016,Analyst,7.3845
13-1121.00,"Meeting, Convention, and Event Planners",40.9,22.7,22.7,13.6,0.0,Incumbent,13-1121.00,4,07/2016,Analyst,7.0835
47-2152.04,Solar Thermal Installers and Technicians,52.8,22.6,15.1,9.4,0.0,Incumbent,47-2152.04,3,07/2015,Analyst,6.7565
47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",48.3,22.4,10.3,19.0,0.0,Incumbent,47-3015.00,2,07/2011,Analyst,6.227499999999999
11-9179.02,Spa Managers,47.5,22.0,22.0,8.5,0.0,Incumbent,11-9179.02,3,07/2012,Analyst,7.077500000000001
47-5051.00,"Rock Splitters, Quarry",40.6,21.9,34.4,1.6,1.6,Incumbent,47-5051.00,1,06/2008,Analyst,7.872999999999999
49-9081.00,Wind Turbine Service Technicians,36.1,21.6,33.0,8.2,1.0,Incumbent,49-9081.00,3,08/2021,Analyst,7.601000000000001
17-2199.10,Wind Energy Engineers,55.2,21.6,8.6,14.7,0.0,Incumbent,17-2199.10,4,07/2012,Analyst,6.1325
25-9031.00,Instructional Coordinators,52.7,21.6,12.2,12.2,1.4,Incumbent,25-9031.00,5,08/2018,Analyst,6.351000000000001
47-5081.00,Helpers--Extraction Workers,48.9,21.3,19.1,10.6,0.0,Incumbent,47-5081.00,2,08/2018,Analyst,6.764500000000001
43-5011.00,Cargo and Freight Agents,57.7,21.2,7.7,11.5,1.9,Incumbent,43-5011.00,2,08/2021,Analyst,6.047
15-2099.01,Bioinformatics Technicians,51.5,21.2,16.7,10.6,0.0,Incumbent,15-2099.01,4,07/2014,Analyst,6.621499999999999
43-3071.00,Tellers,46.1,21.1,9.2,22.4,1.3,Incumbent,43-3071.00,2,08/2018,Analyst,5.864000000000001
39-9011.00,Childcare Workers,49.5,20.8,12.0,16.1,1.6,Incumbent,39-9011.00,2,08/2018,Analyst,6.1215
35-3023.00,Fast Food and Counter Workers,47.3,20.7,10.4,19.4,2.3,,35-3023.00,1,08/2022,Analyst,5.919
21-1093.00,Social and Human Service Assistants,44.9,20.3,14.5,20.3,0.0,Incumbent,21-1093.00,4,08/2020,Analyst,6.132
33-9099.02,Retail Loss Prevention Specialists,44.0,20.2,13.1,22.6,0.0,Incumbent,33-9099.02,2,07/2014,Analyst,5.9805
19-4099.01,Quality Control Analysts,54.5,20.0,16.4,9.1,0.0,Incumbent,19-4099.01,3,08/2020,Analyst,6.4745
25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",45.0,20.0,10.0,23.3,1.7,,25-9042.00,3,08/2024,Analyst,5.7165
43-9111.00,Statistical Assistants,54.5,19.6,12.5,13.4,0.0,Incumbent,43-9111.00,4,07/2015,Analyst,6.096500000000001
53-7061.00,Cleaners of Vehicles and Equipment,32.8,19.0,27.6,20.7,0.0,Incumbent,53-7061.00,2,08/2022,Analyst,6.6635
39-4021.00,Funeral Attendants,43.5,18.8,17.4,17.4,2.9,Incumbent,39-4021.00,2,08/2024,Analyst,6.067
35-2015.00,"Cooks, Short Order",45.9,18.8,12.9,22.4,0.0,Incumbent,35-2015.00,2,08/2018,Analyst,5.7815
11-9081.00,Lodging Managers,55.1,18.4,14.3,10.2,2.0,Incumbent,11-9081.00,4,07/2017,Analyst,6.047499999999999
23-1012.00,Judicial Law Clerks,49.0,18.4,10.2,22.4,0.0,Incumbent,23-1012.00,5,08/2021,Analyst,5.577
47-1011.03,Solar Energy Installation Managers,50.9,18.2,25.5,5.5,0.0,Incumbent,47-1011.03,3,08/2024,Analyst,6.816
43-4111.00,"Interviewers, Except Eligibility and Loan",43.6,18.2,18.2,20.0,0.0,Incumbent,43-4111.00,3,08/2021,Analyst,6.0489999999999995
47-2231.00,Solar Photovoltaic Installers,50.0,17.7,14.5,16.1,1.6,Incumbent,47-2231.00,2,08/2024,Analyst,5.822
39-2021.00,Animal Caretakers,50.9,15.5,15.5,18.2,0.0,,39-2021.00,2,08/2019,Analyst,5.5705
41-4011.07,Solar Sales Representatives and Assessors,59.3,15.3,6.8,16.9,1.7,Incumbent,41-4011.07,3,08/2024,Analyst,5.0425
35-2021.00,Food Preparation Workers,43.3,15.0,16.7,23.3,1.7,Incumbent,35-2021.00,2,08/2024,Analyst,5.385
11-9041.01,Biofuels/Biodiesel Technology and Product Development Managers,52.0,15.0,18.0,15.0,0.0,Incumbent,11-9041.01,4,07/2014,Analyst,5.715
53-7062.04,Recycling and Reclamation Workers,52.2,14.9,22.4,10.4,0.0,Incumbent,53-7062.04,2,07/2012,Analyst,6.055
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,47.7,13.8,10.8,27.7,0.0,Incumbent,31-9096.00,2,08/2020,Analyst,4.833500000000001
47-3012.00,Helpers--Carpenters,51.7,13.3,23.3,11.7,0.0,Incumbent,47-3012.00,2,07/2013,Analyst,5.851000000000001
11-9199.10,Wind Energy Development Managers,64.2,13.2,13.2,7.5,1.9,,11-9199.10,4,07/2016,Analyst,5.3294999999999995
39-9041.00,Residential Advisors,41.2,12.9,9.4,36.5,0.0,Incumbent,39-9041.00,3,08/2019,Analyst,4.4105
39-5093.00,Shampooers,42.6,12.8,6.4,38.3,0.0,Incumbent,39-5093.00,2,06/2008,Analyst,4.1895
39-3091.00,Amusement and Recreation Attendants,43.7,12.7,18.3,25.4,0.0,Incumbent,39-3091.00,1,08/2020,Analyst,5.1525
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",49.6,11.5,13.0,25.2,0.8,Incumbent,43-4081.00,2,07/2017,Analyst,4.674
39-3031.00,"Ushers, Lobby Attendants, and Ticket Takers",47.4,11.3,16.5,23.7,1.0,Incumbent,39-3031.00,2,07/2015,Analyst,4.864
35-2011.00,"Cooks, Fast Food",39.3,10.7,5.4,44.6,0.0,Incumbent,35-2011.00,1,08/2019,Analyst,3.6799999999999997
41-2011.00,Cashiers,50.0,9.4,18.8,21.9,0.0,Incumbent,41-2011.00,2,08/2024,Analyst,4.8055
35-9021.00,Dishwashers,53.1,8.2,10.2,28.6,0.0,Incumbent,35-9021.00,1,08/2021,Analyst,3.997
51-8099.01,Biofuels Processing Technicians,60.5,7.9,14.5,17.1,0.0,,51-8099.01,2,07/2016,Analyst,4.476
35-9031.00,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",50.5,7.5,9.3,32.7,0.0,Incumbent,35-9031.00,2,08/2018,Analyst,3.7439999999999998
11-3051.03,Biofuels Production Managers,64.6,6.2,16.9,10.8,1.5,,11-3051.03,4,07/2016,Analyst,4.482499999999999
47-3016.00,Helpers--Roofers,46.5,6.1,11.1,32.3,4.0,Incumbent,47-3016.00,2,06/2008,Analyst,3.537
47-3013.00,Helpers--Electricians,63.5,4.1,2.7,29.7,0.0,Incumbent,47-3013.00,2,08/2023,Analyst,2.98
35-3023.01,Baristas,47.8,0.0,8.7,43.5,0.0,Incumbent,35-3023.01,1,07/2015,Analyst,2.3909999999999996
25-9044.00,"Teaching Assistants, Postsecondary",55.6,0.0,2.0,42.4,0.0,,25-9044.00,5,07/2016,Analyst,2.0500000000000003
